,video_id,comments
120,ElI005N8zZg,"['Enak jadi sad Boy ya kaya gitu tanpa sengaja udah dapat banyak penghasilan Kita yangUMKM bukanya tambah penghasilan tapi malah menurun.Semoga rejekinya bisa sama kaya sad boy biar bisa buat Modal Usaha.AMIIINNNN', 'PenasaRANS ada RANS the world season 2 apalagi ada ipung sama sus rini ahh pasti seru', 'Mantap top is the best', 'Aa ganteng bgt Masya Allah , lagi mood nih Dia hehhehe pake Topi ganteng pol', 'Liat makanannya jadi pengin kayak apa ya rasanya biasanya cuma ikan asin kuenya cucur Alhamdulillah', 'KENAP RAFATHAR ITU MIRIP BANGET OPPA2 KADANG MIRIP JAEHYUN NCT KADANG MIRIP SIWON SUJU KADANG MIRIP AKTOR KOREAA ASTAGAAA PUSINGGG', 'suka banget sama edisi jalan jalan singapore with mama gigi, aa rafathar and cipung ❤❤❤❤❤', 'Kebnyakan kalo nagita lagi makan gak baca doa dulu langsung di hap aja . 🙄', 'MasyaAllah aa Rafathar ganteng bgt deket kamera apa lg ketemu lgsg,. Pinter bgt lg skrg ngomongnya', 'Masyallah cakep kali aa😍🥰😘']"
121,1tBZpr7v91I,"['So kecil cipung kek lihat sesuatu dan nyapa sesuatu Maaf kalo salah.  Melihat aja', 'Lihat cipung itu gemes bangettt🥲', 'Mantap top is the best', 'Seneng kali ya klu lihat Raffi Achmad mesra terus sama Gigi dmn pun berada', 'Lihat itu pembantu sok tahu dan Yg manja si Lala masa membiarkan nyonya nya Gigi me gendong Rayansyah Yg mereka sedang Qulity time ke kebun binatang,dia hanya memegang tangan tdk menawarkan diri utk menggendong Rayansyah kan di Rafatar  Sudah Gede dan bisa jalan sendiri , dasar pembantu yg Yg sombong kita \nKelihatan dari pembantu2 orang2 lain nya ya itu.ah salah majikankan membiarkan membanjakannya jadilah begitu susah sendiri majikan nya apa2 harus capai sendiri jadinya …bisa ke balikan si Lala pembantu bisa menyuruh2/perintah2 majikannya..aujubilah min jalik pembantu  zaman nieuw', 'Ngelihatnya seneng... yg d lihat jln2 gitu jg capek kali, salam sehat sll', 'Aku engves banget sama cipung dan rafatar karena.mereka gemes banget', 'Sus protektif bgt 👍👍\nRayanza tidur mau di ganggu aa ngak boleh 😊😊\nKlw Aa always mba lala 😆😄', 'bagus banget', 'baru aja saya ke zoo singapore']"
122,wthWGcANme0,"['Pak bosse ndelosor ndepis dduk dilantai MasyaAllah', '👍👍👍👍👍', 'Bos paling Baik rafi nagita ,,Cuma Rafathhar yang dari bayi udah punya gigi yang rafii..di bulan ra ya....nZzzzzzaaaaaaaa 😅😅', 'Ya ampun Mbak Lalaaaa, Rafatar udah hampir segede sampean .... kuat banget gendong dia 👍💪❤️', 'Cipung ga mau ma sus nya Aa Rafatar kelihatan kojottt mo turun Mulu sambil liat sus Rini Mulu 🤣🤣', 'chemistry rayyanza dan sus rini kuat karena tetep aja ngga nyaman di gendong lala', 'Cuek Cipu.', 'Alhamdulillah Rafii punya pengasuh anak baik"" ... smoga kluarga Rafii Gigi tetep rukun selalu  Aamiin', 'Yg seneng ncus Rafayar dpt yh ribgan yg kadihan ncus Rini dpt yg berat hehege', 'Rafi merakyat bnget. mau duduk di lntai mol. sayang banget kmi m Rafi. Sehat sehat y aa']"
123,GxkCwNBuC-A,"['Ah, jadi pengen makan mie hmmm', 'Lainkali makan baca itu semua ada yg tidak halal', 'Top mantap is the best', 'https://youtu.be/dIo0Tm3DepA', 'Fokus mama gigi makan x\nFokus cipung √', 'Kapan nih kak Nagita sama aa mukbamg durian di pinggir jalan kaya gini 😅 https://youtu.be/6IC4vrNE0aY\nSekalian borong aja, itung-itung ngelarisin para penjual😁', '2 ribu lagi 1 juta viewer 👍 Yo ayo', '4 ribu lagi 1 juta viewer 👍 Yo ayo\nCIPUNGERS LAGI GALAU BERAT NEH 😢😭\nsi cantik NADLYNE AURORA keduluan ngedate sama AZZAM,,\nAbrar , Haikal , Livia, gimana sehhh 👎', 'Slmt,pagi,,', '25 ribu lagi 1 juta viewer 👍 Yo ayo\nFans RALYNE hadir\nRAYYANZA ❤️ NADLYNE AURORA\nCAKEP ❤️ CANTIK \nKLOOPP 👍']"
124,muZYJygpIPM,"['Itu si L’ala jadi nyonya besar marah2 in teman sessanta pembantu gaya nya kalah bos Gigi Yg tdk pernah marahi pembantuzus pensata Rayansyah , malahan bos besar L’ala Yg marah2 in gila Sudah naik pangkuan jadi bos besar habis nyonya bos besar nya sendiri Gigi suka janjian sih bisa2 itu si Lala pembantu Yg sok tahu , mau nya jadi pengganti bos nya Gigi, mungkin dia Sudah anggan2 kepingin jadi nyonya Raffi Achmad,lihat itu semua Rafatar diatur sekarang jugakan ngatur Rayansyahnanti ngaturbaonya Raffi Achmad, terus mungkin L’ala itu mau membayangkan jadi nyonya Rafi Achmad menggantikan Gigi , gila ya pembantuzaman nouw seperti si Lala itu….Sekarang yg salah besar Gigi terlalu menyerahkan semua kepada pembantu2 rasa sendiri di inhak kepala sama si pembantu Yg sok tahu LALA itu masyaallah pembantu zaman nouw', 'Bk tu Rayyanzs bobok ! gemes ya,asisten bk Gigi kya bu bos kmpung gendut2 semua bu bos kmpung aja menu mkannya mungkin gk kya asistn bk Gigi beruntung kalian jangn tinggalin bk Gigi ya !! 👍🏻🙏🏻🤭Love you ❤️❣️💞💖💝', 'Emang bk Gigi asli cantik tnpa di buat2 dua ank lucu2 pinter2 lagi seneng ngelihtnya langgeng terus RANS enak y bk ? mkan apa tu ?👍🏻❤️❣️💞💖🌻', 'Kranjang kuningnya dmn?😆', 'RAFI Ahmad saya dapat pesan dari cenel YouTube ini katanya saya dapat uang 50jt dari rafi Ahmad', 'Top mantap is the best', 'Gaya itu si L’ala kalah nyonya nya Gigi , malahan dia Yg marah sama2 pembantu Yg ngasuh Rayansyah , di bentak …itu benar 2 si  Lala nyonya besar dasar Lala sok tahu ,', 'Rombongan...ya', 'Mba Gigi baik bangeet cantik👍👍👍👍💙💙', '11:28 agak lainn diaaa emangg ada stroller milih naik koperrr 😭😭😭😭']"
125,vQU0CcC0q5o,"['Rafatar beli baru lagi geh', 'CIPUNGERS KECEWA BERAT NEH 😢\nNADLYNE keduluan ngedate sama AZZAM,,\nAbrar , Haikal, Livia, gimana sehhh 👎', 'Assalamualaikum, sehat sehat selalu rafatar and rayyanza', 'Duo ganteng... Semoga jadi anak- anak yang sehat, sholeh dan cerdas, aamiin.', 'Salah tuh 0k sepatu', 'Bodoh.....memuja budak kecil.\nItu bukan tuhan NK di puja² bodohhhhjj', 'Sehat sehat ya aa dan ade', 'Takashimaya sg sin knp g ktmu 😢😅', 'Rafataaalllll lucu gemes mau cubit pipinya.😘', 'Cipung love']"
126,dzT2ReqyDew,"['Tori kan ada babinya 😭😭😭', 'Nama mallnya dong mama gigi🙏🏼', 'Info boleh dund.. itu mama gigi setiap belanja cemilan oleh² di mall mana yaa... aku mau nitip abang ku, kebetulan lg di singapore. Soalnya aku klw ke singapore cuma beli garret ajah', 'Mantap top is the best', 'Mba gigi cantik bgt Masya Allah ❤😍🥰', 'Astaga jajan di Tori Q itu daging babi loh walaupun yg dibeli chicken Ball tapi kan minyak penggorengannya udh kecampur 😀', 'Kegabutan yg hakiki', 'Mama giigii bawa bellanjaan berat tau itu,. Knpa kalian gak bantu gesss bawaiin kee .. kan kasiian 🙄', ""Kereen nyaa mama giigii tuhh sama a rafii, org'' yang kerjaa tuh manggil nyaa aa sama mbak, gak pernah kaya dii luar negrii yang kerjaa tuh misallkan pembantu manggil nyaa tuan nyonyahh, ya Allah mama giigii aa rafii sehatt trus ya kalian 😘 the best pokonyaa bos yang paling royal juga gak sombong ❤️"", 'setau aku garrett itu belum halal ka hehe']"
127,9ozBYCbsVhM,"['rafi baim cek lomane bantu saudara2 .sy balek2 jlk bantuan buat ke majuan TPQ  gk nyapek .\ntlng ya Alloh bukak hati rzfi', 'Apa nm mie nya kyk nya enak bgt😅', 'berasa ikut cipung jalan"" deh', 'Anak sultan jalan jalan', 'kak aku pernah kesitu  nganter nenek mau ke arab saudi', 'HAPPY YAA JADI ORANG TAJIR ? \nMAU APA AJA BISA DIBELI DILAKUIN KECUALI BELI UMUR?', 'hahahaaaa.... yg lain sibuk lapar dan belenjong2 rayanza sibuk mainin kipas mini, ampuun deh ah anak sholeh satu ini emg top deh😂😇😘', 'Mantap top is the best', 'Beli panci ke siangapur\nRafatar be like: ih..jauh jauh bngtt,😩', 'Itu pembantu si Laka tidak mau kalah dengan majikannya/ nyonyanya   gaya pakai lipstick ikutan2majikannya dan pembantu Lalaitu Sudah lama2 mau inhak kepala lihat gayanya saja pakai tas merk ikutan majikannya,dan persis gaya kaya nyonya saja lama2 mau menggantikan majikannya , sekarang anak majikan pertamanya Rafatar Sudah nurut sekali kalau tdk Ada mama Gigi tdk ,tapi kalau pembantunya di Lala kaya kehilangan induknya …lama pembantu nya itu jadi nyonyanya masyaallah pembantu zaman nieuw mau jadi nyonya besar gaya serta mau berkuasa itu adalah salah dari majikannya Gigi Yg memberi kebebadan mentang2 menjaga anaknya Rafatar Yg mantanya bukan main dan keras kepala anak Yg tdk dididik sopan sabun dan mesti nya di ajaran agama, betul waktu itu di masukkan pesantren jadi Rafatar itu Sudah agak berubah tidak bentak2 orang tuanya lagi , itulah maka kalau kita punya anak harus tegak dan harus di ajar Yg benar nanti salah kaprah apalagi penggajara nya di serahkah kepada pembantunya si l’ala itu masyaallah jadi tambah kurang ajar si Rafatar itu dan pembantunya tambah sombong seperti dia mau nya jadi nyonyanya masyaallah hati2 punya pembantu macam si L’ala itu']"
128,mI36IkkEmiY,"['Seneng liat keluarga Bang Raffi dan mb Nagita kompak , rukun,..diberkqti Tuhan berkelimpahan....Puji syukur', 'Mantap top is the best', 'SAMA BGTTT GAME NYA MB GIGII 😩', 'ampun gemes bgt deh liat cipung, sehat selalu yaaa ade..', 'Udahhh tau toko mainan ippungg🤣🤣🤣', 'Barakallah Rans Entertainment', 'mama gigi kaleee?, masa cipung sih. wkwkwk.....', 'Gbu w/fam..', 'Aa Rafi memang keren kalo soal joki 🤟👍👍', 'Semangat trus ka raffi ahmad..']"
129,24tj3Qvm6Lw,"['AA Raffi bisa ga ya klo lg makan ky gini simpen dulu hpnya ...', 'Orang kaya yg sesungguhnya', 'bang rafi ramah bgt gak sombong', 'Makan cuma icip-icip sisa makanan di kasih kan ke org', 'makan bersama dgn keluaga itu bisa dibilang * Quality time* yg paling berharga , sampil menikmati makanan dan berbincang bincang beragam cerita dan tertawa...... tetapi disini malahan kelihatannya sibuk dgn handphone dan tidak peduli dgn lingkungan makanan enak yg konon mahal dan enak.... apalagi makan dgn istri tercinta.(pls respect your lovely wife)..... tentunya disini perlu education how to behave no matter rich or poor people....*TALK TO EACH OTHER*', 'Kpn gw makan gtuan anjir , makan Indomie + nasi aja udh sneng wkwkwk', 'jadi ngiler kapan yak bisa ngerasain makan daging sapi yg se enak ini 🤣', 'Mantap..\nKeren keren...\nhebat...   luar biasa...   👍🏼👍🏼👍🏼👍🏼👍🏼', 'Rans Nusantara fc', 'Salut sama a rafi nih, padahal dia tuh kaya lagi sibuk gitu sama kerjaan, tapi masih sempetin keluarga, sempetin ngonten, terus respect sama orang, pas bang dimas dateng, langsung fokus sama dimas nya 👌👌']"
130,IrDjpqnXZGA,"['Bisa buka rekening utk TKI yg ada d luar negri gk mbk giigi', 'menurut ku segmen yg ini terlalu nekat si untuk yg modal cmn penasaran sm tanya pemilik rumah, harusnya ada yg nemenin yg tau ttg hal² gaib. buat ngehindari hal² yg ga diinginkan', 'Panggil aja ki atmo dia bisa gambar mahluk yg kesat mata', 'Bawa ki atmo atau mas iqbal yg d mop chanel', 'Setuju undang dong jurnalrisa', 'Seru nih ada yg baru dr rans, penelusurans horror, saran mba gigi biar lebih seru beli alat pendeteksi makhluk halus kaya yg dipakai di podcas horrornya ruben onsu pasti lebih seru', 'Ni kalo ada rafi ikutan lebih usil lagi pasti', 'l👻👻👻👻👻👻👻👻👻👻👻👻👻👻👍👍👍👍👍👍👍👍👍👍👻gjakabsyag', 'ywwbwgwjwwownagbesgsbsgwjwlsmshaalalanahwjrhsthsgyeehembgey👻👻👻👻👻👻👻👻👻👻👍', '👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👻👍👍👍👍👍👻👻👻👻hsmw whwkqnqvwv']"
131,tKgbb5p-tpQ,"['Mantap top is the best', 'Nikah muda itu asyik,', 'Nyeneng no liat Rayyanza gemeees banget', 'Gemess azam sama cipung', 'Muhtar,kan', 'Pa,tu,bilang,la,rayy', 'Tu,ikt,rayy,banyak,lucunya', 'Mantap👍👍', 'Sukses selalu rans sukses selalu thofu', 'Kurang ameena. Ada RANS ada THOFU ada cipung tinggal ameena']"
132,Y78W7bMjGJo,"['Mba gigi aku butuh banget uang mba,izinkan aku jdi tukang sapu di rumah mba', 'Aku butuh banget,,,', 'Tolong mas', 'Mba gigi dan mas Rafi,tolong aku mas mba,aku butuh banget uang mas mba,ijin kan aku jadi tukang sapu aja di rumah mas', 'Sama athalla btw bukan verrel wkwk', 'Itu athala bukan Verrel 😂', 'Itu adeknya Verrel bkn verrel', 'Itu athala bukan verel😭', 'MAU DONG KETEMU SAMA KEL RANS, TERUTAMA CIPUNG', 'Sehat selalu keluarga rans....amin']"
133,qK-Z-maBAyU,"['Top mantap is the best', 'Tolong dong untuk RANS bikim 24 hour bersama cipung anti skip skip 🙏', 'RAFFI AHMAD diantara YUNI SHARA dan LAUDYA CHINTYA BELLA akhirnya memilih NAGITA SLAVINA ❤️\nCIPUNG diantara AMEENA dan MOANA akhirnya memilih NADLYNE AURORA ❤️\nRAFFI ❤️ NAGITA SLAVINA\nCIPUNG ❤️ NADLYNE AURORA\nCAKEP ❤️ CANTIK \nKLOOPP 👍', 'sehat selalu. salam sambung', 'lama ga lihat Dimas Ahmad udah ga ikut rans lagi ya?', 'ajakin ricis ngobrol di bundlifetainmen dong mba gigi bareng ibu ibu muda lainnya seru deh pasti', 'MasyaAllah Tabarakallah,', 'Gemesss bgt moana cipung ❤❤😍😍', 'Mampir karna ada ka ria dan moana,  shat slalu smua y', 'RALYNE \nRAYYANZA ❤️ NADLYNE\nCAKEP ❤️ CANTIK \nKLOOPP 👍']"
134,G3rw2WG23-8,"['Kok bunda korla ptet', 'aku jg enggk suka ikan asin,,aroma ny nempel di lidah,,kpikirannnnn gk nyanan', 'Yang gini di naikin di hormati,,,dunia terbalik skr,,', 'Sehat selalu keluarga rans....amin', 'yg dimakan malah garnis sayuran......bukan main course nya...', 'Omer bisa aja hahahah', 'Omer bisa aja hahahah', 'Bang merry bl rmh saya aja murah habnya 2m bang mery', 'Sama. Sy juga ga suka ikan asin. Krn asin hahaa', 'Bunda keliatan cape banget .. sehat2 terus ya bunda']"
135,azfbOAzRn1Q,"['Top mantap is the best', 'Gemparan tercipung2 dan tecorla2', 'bisa bisanya cipung narik kepangan mamagigi😂', 'Liat itu kok bunda corla d bilang sombong.. dia malah yg dtengin fensnya', 'Pasangan suami istri penghasil dollar dan rupiah.👍', 'Tuan muda Rafathar', 'Alhamdulillah... Semoga semuanya dalam lindungan Allah', 'mas bole pinjam uang 3jt buat modal usaha', 'keluarga yg humble,,,keren sih nyetirin sendiri lo raffi', 'Setiap bunda corla pasi yg nonton jutaan']"
136,dcZ0CUB673U,"['Ya ampun sih bunda bikin ekke ngakak tengah malam\nLucu banget pas bunda lihat kucing sehat selalu bunda\nKa gigi & a raffi the best sehat selalu', 'Yg punya rumah aja di bentak..astaga bunda corla ..smga selalu sehat amin', 'pantas jadi panutan 👍', 'Keren  dan    mantap', 'Gigi udah cantik baik hati lg🥰', 'Raffi & Gigi happy banget....', 'Top mantap is the best', 'Anda dapat membuat orang\natau hewan pliharaan baru di\nSini', '😂🤣', '""Bunda ngga gila harta"". MasyaAllah. Hormat banget aq sama buncor']"
137,PyvXexp1WOk,"['Ku auto nangis di detik bunda ngomong buat apa harta melimpah tp masih ada saudara yg kesusahan... Aku paham sakitnya di dalam dada nyesek', 'Bunda tetap sehat', '😊😅', 'Mashaa Allah bunda terharu dengar cerita bunda, bunda baik banget salut aku, udah lucu baik cantik pula the best bunda sehat selalu bunda', 'Mantap bunda corla. Hatinya tulus.. dan baik. Smg panjang umurlah ya bunda corla dan menjadi berkat untuk keluarga khususnya dan sesama', 'Kl org dbntu jg hrs d didik spy hdpny bnr, jgn jd keenakan n mls', 'Crt nya lompat2, dr cowok k abang..yg cowok jd endingnya apa bun', 'Pintar menyembunyikan prsaan jd pintar akting jg, latah', 'https://youtu.be/dIo0Tm3DepA', 'Halo. Gays...tgl lahir aku sama sama tgl lahir nya rapi ahmad sama nagita..,  jodiak nyh juga sama..']"
138,KHVIaIoiek0,"['Laki2 tomboy ini sadar klo dia terkenal gak akan lama,makanya dia maksimal kan kesombongannya.dasar2....', 'Aa pengen beliin motor dong aku ga punya motor', 'Corla tolol', 'https://youtu.be/dIo0Tm3DepA', 'pantesan rejeki nya gak pernah surut gigi sama rafi mah gak pelit ...👍💖', 'Bunda♥️♥️♥️', 'Gigi kerja keras bgt anjirrr', 'Sehat selalu semua ...amin', 'Top mantap is the best', 'bunda ngobat ya ngomongnya gk jelas']"
139,jCVEUWqvpG0,"['*_MUKA.AMEENA UDAH KYK GEMPI WAKTU KECIL_*', 'jodohin rayyanza dan ameena ...sejak dini', 'Lucuuuuuuu😍😍', 'So sweet banget sih cipung', 'Cipung ganteng dan lucu bgt...', 'pengen 2 2 ny,,😭😭😭\nsmoga aku sgera menikah', 'Gemes', 'Pung aku jomblo lho yo😂😣🤗😍😍😘😘😘😘 smg pny ky cpung yg sweet', 'CIPUNGERS KECEWA BERAT NEH 😢\nNADLYNE keduluan ngedate sama AZZAM,,\nAbrar , Haikal, Livia, gimana sehhh 👎', 'Ameena bunder sekali pake poni Dora wkwkwk']"
140,uuWTPPzXDpw,"['16:49 gue liat ginian aja hepi ya Allahhh😂😂', 'Mantap top is the best', 'Mainan,tu,rayy,hhh', 'Hhh,jln,dia', 'Wah,halo', 'Heran,dia', 'Uda,ada,ktengo,gginya', 'O we,,lagi,ap', 'Rafatar byk terbaik,soalx apa apa yg mau dibeli rafatar pasti papahx nurutin,tpi klu mba gigi nggk nurutin semua kemauan rafatar,bagus didikan mba gigi,salut salut dg mba gigi', 'Adek Rayyanza (cipung) takut dengan papa rafi karena suara nanyinya agak keras hati nya lembut berarti adek rayyanza (cipung)']"
141,01xmQk-NlPc,"['Kerennnnn rumah n’y a 👍', 'Sering bngt lewat ksitu', 'Persembahan anak u. Mama tercinta....barokah ...sukses', ""Assalamualaikum..\nKang Raffi, semga sehat selalu dn semga Allah Subhanahu Wata'ala selalu berikan hidayah dn sslalu istiqomah dlm kebaikan.  aamiin..\n\nKang Raffi, sy butuh bantuan nih boleh kah saya minta bantuan??\n\nIni ada adik kandungku seorang akhwat muslimah butuh dana utk biaya seminar skrispi dn biaya wisudanya adikku senilai 5jt 500rb... adikku kuliah pesantren Al-Bir jurusan S1 KPI di Unismuh Makassar... sy sudah cari pinjaman kesana kemari tapi ga ada yg mau pinjamkan.. ada yg pinjamakn tapi yg satu 200rb dn ada yg satu 250rb."", 'Mantep bener y', 'Sukses bosku salam buat anaku AFF YT youtuber semoga lancar', 'semoga diberikan kelancaran dan sukses selalu amin', 'Top mantap is the best', 'Mengingatkan ku pada indra kent dan doni salmanan.', 'Waw.. Hitung2an nya bisnis nya.. Mantap..500 rb/meja x 50 meja x /hari.....hmmm']"
142,i4QYJGULMB4,"['Anak artis yg w paling seneng liatnya. Cuma rafathar doang. Kalem chool kaya juga tapi orang nya santai .', 'Mantep banget aa mobilnya, cakep keren abiiiiis. Masih muda kaya raya dan teruslah berbagi ke sesama kak rafi. Sukses dan sehat selalu kak rafi..', 'Aa rafi kehidupan anda luar biasa, sehat selalu bersama keluarga...', 'Selamat semoga di beri umur panjang dan di beri rezeki yg berlimpah', 'Semoga suksesnya nular,❤', 'aa rafi boleh dong pinjam sehari untuk mobil nanti saya nikah jadi mobil pengantin yg mana aja dah heheheh...', 'Lah kayak pors nya arip muh 😁😁🤣🤣', 'Semoga kluarga Raffi & Nagita panjang umur & sukses slalu...\nAamin ya Allah', 'Angkut aaa', 'Anaknya tau banget kalau papanya suka koleksi mobil, tapi cuma buat pajangan alias jarang dipake 😂']"
143,mJQdtU5HEfw,"['Iya mas awal', ""Aa jelek'🤪"", 'Emang bisa lato', 'Rafathar baik bgt deh gk pelit, mau ngasih mainannya tanpa ragu bilang boleh 👍🏻👍🏻 nurun nih sifat dermawan nya dari ortu bagus 👍🏻👍🏻', 'bang rafi aku pengen aa egak penya adik', 'Coba ARNOLD di belakang kepala', 'Coba ARNOLD di belakang kepala', 'itu raffatarnya baik banget', 'Ba gigi udah cantik baik ramah lagi', 'Top mantap is the best']"
144,cL-bz0f6luA,"['BEST COUPLE GOOD LOOKING 👍\nRANS PART 2 CILIK 👍\nRAYYANZA malik AHMAD ❤️\nNADLYNE aurora SHEZANAMERA ❤️', 'Mantap cipung', '😂disini ameena yng gemes,,, diultah ameena cipung bales dendam🤣', 'Mantap top is the best', 'RAFFI AHMAD diantara YUNI SHARA dan LAUDYA CHINTYA BELLA akhirnya memilih NAGITA SLAVINA ❤️\nCIPUNG diantara AMEENA dan MOANA akhirnya memilih NADLYNE AURORA ❤️\nRAFFI ❤️ NAGITA\nCIPUNG ❤️ NADLYNE AURORA\nCAKEP ❤️ CANTIK \nKLOOPP 👍', 'Buset gigi cakep banget, hampir ga ngenalin kalo sekilas', 'ya allah kirain yang pake hijab siapa nya kak raffi trnyata mama gigi sumpah cantik banget ya Allah🥰', 'Fans ahha hadir', 'Smg Allah memberika hidayahnya pada keluarga ini.. Gigi bisa segera menutup auratnya & Raffi jg bisa menjauhkan diri dari hal2 yg dilarang agama. Aamiin', 'Saya sangat senang melihat rayanza, semuran anak yang kedua. Seandainya anak saya sakit jantung bawaan tumbuh kembang pasti sudah sperti rayanza, anak saya masih bisa bolak balik dengan usia 1 thn 1 bln. Mohon doa nya agar di mudahkan dan di lancar proses pengobatan nya l, di lancarkan rejeki saya untuk biaya pengobatan anak saya. Mohon doa nya semua.']"
145,P2F2i2NpcgU,"['Semoga rejekiku Seprti Raffi dan mba gigi amin', 'Uang nya buat cowok2 sm keluarga nya dlu, itu tukg jg dtg di pangil dlu, kmu mau dtg soal nya', 'Top mantap is the best', 'Raffi dan istrinya memang baik banget...pantesan rezekinya monceeeerrrr', 'Hasil jerih payah asisten yg setia\nSeneng liatnya', 'alhamdulilah mama gigi papa rafi semoga keluarga  berkah rejeqi lancar  barokah aamiin ❤❤❤❤', 'Bosan', 'Semoga kak raffi sm kak gigi rejekinya melimpah .dn jgn lupa berbagi .amiin', 'Semoga Keluarga rafi ahmad dan Gigi di berikan kebahagian, Dan kedamain, kesejahteraan', 'Sejahtera semua karyawan nya hebatnya']"
146,qLhIhi-w1vE,"['Rafathar mana kak', 'Lucu n nggemesin 🥰', 'Raffi Ahmad hrus ada anak cewek baru paham', 'Salam Rayanza dari Papua', 'Seneng banget jadi cipung... punya orang tua lengkap\nSemoga sehat selalu nak... menjadi anak Sholeh dan membanggakan kedua orang tua...\nAlmira lahir nya 27 NOV...cipung 26 nya ya...', 'Keluarga Raffi selalu hapy..', 'Panggilan AA Ndut. Panggilan mama gigi oke Bro', 'Top mantap is the best', '(PPKR)  perda peraturan  keluarga Rans👍', 'Assallamuallaikum warrahmatulohi wabbaraktuh🙏🙏, semoga keluarga. Aa Raffi dan kak Nagita dalam keadaan sehat amiin🤲🤲🤲Salam kenal saya anak singkong saya tinggal di desa Jatisari Cileungsi. Saya dan keluarga senang lihat konten"" Aa Raffi dan kak Nagita. Selalu berbagi ke setiap umat🙏🙏 saya ingin pesan untuk saya pribadi dan semua umat untuk menebarkan kebaikan untuk berbagi. Semoga anak""aa raffi dan kak Nagita menjadi anak yg Sholeh  yg mendo\'akan kedua orang tua, dan orang lain yg sudah di bantu aa raffi dan kak Nagita akan mendo\'akan aa Raffi dan kak Nagita dan keluarga semoga Allah selalu melindungi keluarga aa Raffi dan kak nagita amiin🤲🤲 Dunia ini hanya sementara yg abadi nanti akhirat semua hanya titipan #selalu ingat allah maha pencipta  #berbagi #bersyukur']"
147,K_BmMr5_R7U,"['Ajari anak beribadah oleh ayah bundanya langsung, terutama fatihah. Karena fatihah selalu dibaca terutama dalam solat. Setiap kali anak membacanya, maka yang mengajarinya kebagian pahalanya.', 'Mama gigi knp TDK buatkan sendiri konten untuk rafatar dan rayyan za biar tambah seru', 'SiSi Lala belagak pegang2 tangan Rafatar sedang tidur pada hal juga dia juga ikut tidur masyaallah pembantu pinter Amat itu bukannya abbrunì Yg lain berberes2 mumpung Rafatar lagi tidur kan bisa cari kerjaan Yg lainnya bantu2 beberes kamar Rafatar dan baju2 Rafatar malahan juga ikut tidur dasar pembantu zaman nieuw akalnya pinter2 aja untung aja dapat majikan nya baik masyaallah pembantu zaman nieuw , kalau pembantu yg merawat Rayansyah benar baik zes Rini benar Gigi semua diserahkan kepada pembantunya jaga Rayansyah dan orangnya juga bekerja sama dgn pembantu2 Yg lain mau kalau si pembantu Yg sok tahu Lala tdk mau vergallen dgn pembantu2 lainnya hanya pura2 terus menerus bersama Rafatar ,lagi tidur juga masa duduk di bawah ranjang mau nya ikut tiduran padahal bisa beberes Yg lain  ya itulah zaman nieuw pembantu yg banyak akal kaya Lala', 'Mantap top is the best', 'Lucunya kamu nak... gemesss deh', 'Udah kayak Lumba Lumba ya, hbs kerja di kasih makan, di kasih makan sukro 1 pula...ada ada aja emang dunia ini ya...coba kita berpikir pernah nnton lumab lumba atau harimau ngak, setiap pawang suruh apa aja sama lumba lumba dan harimau pasti di kasih makan..wkwkwkw', 'Semoga rafatar dan rayyanza jadi anak sholeh Amiin', 'Semoga jadi anak yang soleh bakti sama ortu dan semua orang', 'Gemes liat nya', 'Alhamdulillah semenjak ada rayansayah selalu juara 1']"
148,UsG1z7QzA6c,"['Masyaallah berkah selalu bhgia selalu 🥰🥰🥰', 'Top mantap is the best', 'Masya allah semoga berkah ya mbk gigi rumah barunya', '❤❤❤❤❤❤', 'Secara tidak langsung rans entertainment sedang mempromosikan produk gagang pintu ini', 'Mntp', 'Mntp', 'Kpan ya kk bsa ngisi rumah kyak kk gigi', 'Gagang pintu Seharga Motor 😅😅😅', 'Keren..satu kunci untuk semua pintu..\nbagus, praktis dan lebih aman untuk rumah barunya👍👍']"
149,pe0X3-sLYug,"['Kaum bpjs menangis melihat ini , ,  lekas sembuh rafatar', 'Rafatar bagi donk mainan nya, mainanku udah rusak semua tapi masih aku mainin karna belum ada mainan baru hehe', 'Paling suka sama video yang satu ini, berbagi, tujuan supaya tidak mubazir', 'Pasti betah kalau krj di rans,,,kluarga kryawan ikut kenah berkahnya', 'Mantap top is the best', 'MasyaAllah mainannya bnyk banget. Beruntung bgt yg kerja sama rans ya😍', 'Tu,a,mkn,biar,sht,slalu,ya', 'Entr,sehat,tu', 'AA,ya,org,sht,pasti,skt', 'Mudah-mudahan Rafatar cepat sembuh dari musibah sesak. 😭😭😭😭😭']"
